geo_h3_10,city,population,lat,lon
8a0bb0204a97fff,Новосибирск,160,54.94023659682424,83.12653523559163
8a0bb0204a9ffff,Новосибирск,850,54.9413124202259,83.1276483518659
8a0bb0204aa7fff,Новосибирск,402,54.94138165900991,83.12324962108153
8a0bb0204aaffff,Новосибирск,504,54.94245750937132,83.12436269734525
8a0bb0204ab7fff,Новосибирск,250,54.94027121273504,83.1243359237715
8a0bb0204ac7fff,Новосибирск,44,54.94460915162735,83.12658899965753
8a0bb0204acffff,Новосибирск,2,54.94568494351882,83.12770222571118
8a0bb0204ad7fff,Новосибирск,4,54.94349869414591,83.12767528747487
8a0bb0204adffff,Новосибирск,16,54.94457448230283,83.12878850856626
8a0bb0204ae7fff,Новосибирск,50,54.94464378146319,83.12438947353047
8a0bb0204aeffff,Новосибирск,8,54.94571959658092,83.12550265460968
8a0bb0204af7fff,Новосибирск,40,54.94353334024432,83.1254758235364
8a0bb0204b07fff,Новосибирск,50,54.9425956059878,83.11556484943102
8a0bb0204b0ffff,Новосибирск,48,54.943671529751576,83.11667779570169
8a0bb0204b17fff,Новосибирск,18,54.94148522103944,83.11665139587325
8a0bb0204b1ffff,Новосибирск,54,54.942561141067,83.11776433720311
8a0bb0204b27fff,Новосибирск,48,54.94263003141826,83.11336534447372
8a0bb0204b2ffff,Новосибирск,52,54.94370597840239,83.11447824575423
8a0bb0204b37fff,Новосибирск,44,54.941519662740056,83.11445195308715
8a0bb0204b47fff,Новосибирск,34,54.94585781391565,83.11670419810524
8a0bb0204b57fff,Новосибирск,52,54.94474743402976,83.11779079190168
8a0bb0204b5ffff,Новосибирск,28,54.94582331882077,83.11890383803355
8a0bb0204b67fff,Новосибирск,36,54.94589226951653,83.11450454098596
8a0bb0204b6ffff,Новосибирск,40,54.94696818126521,83.11561754706683
8a0bb0204b77fff,Новосибирск,42,54.944781905902055,83.1155911969639
8a0bb0204b97fff,Новосибирск,30,54.93922989982831,83.1210236183264
8a0bb0204b9ffff,Новосибирск,240,54.940305789161705,83.12213659474276
8a0bb0204ba7fff,Новосибирск,324,54.940374823559296,83.11773788508465
8a0bb0204baffff,Новосибирск,8,54.9414507398503,83.11885082147188
8a0bb0204c47fff,Новосибирск,20,54.93156032945022,83.12202995505031
8a0bb0204c4ffff,Новосибирск,18,54.93263626227398,83.12314276192998
8a0bb0204c57fff,Новосибирск,4,54.93044985178083,83.12311605365436
8a0bb0204c5ffff,Новосибирск,14,54.93152578086484,83.12422885558335
8a0bb0204c67fff,Новосибирск,20,54.93159483856156,83.11983103732194
8a0bb0204c6ffff,Новосибирск,24,54.93267079460208,83.12094379924524
8a0bb0204c77fff,Новосибирск,6,54.93048437714961,83.12091719807351
8a0bb0204d47fff,Новосибирск,20,54.93055330946691,83.11651943534432
8a0bb0204d4ffff,Новосибирск,26,54.93162930819796,83.11763210240458
8a0bb0204d5ffff,Новосибирск,18,54.93051886304526,83.11871832530142
8a0bb0204d6ffff,Новосибирск,14,54.931663738358566,83.1154331503045
8a0bb0205047fff,Новосибирск,46,54.96192436807172,83.1378058210937
8a0bb020504ffff,Новосибирск,48,54.96299991761058,83.13891971146685
8a0bb0205057fff,Новосибирск,26,54.960813899681234,83.13889221599166
8a0bb020505ffff,Новосибирск,56,54.961889445492886,83.14000610137735
8a0bb0205067fff,Новосибирск,20,54.9619592511444,83.13560552354619
8a0bb020506ffff,Новосибирск,42,54.9630348239244,83.13671936893027
8a0bb02050c7fff,Новосибирск,2,54.959668463650914,83.14217870941141
8a0bb02050cffff,Новосибирск,20,54.96074398249331,83.14329263478447
8a0bb02050dffff,Новосибирск,4,54.95963346904526,83.14437884792025
8a0bb02050effff,Новосибирск,28,54.960778960839015,83.14109243402427
8a0bb020514ffff,Новосибирск,10,54.96199409471005,83.13340520874104
8a0bb0205307fff,Новосибирск,18,54.965185910940136,83.13894720962512
8a0bb020530ffff,Новосибирск,46,54.9662614251727,83.14006120494086
8a0bb0205317fff,Новосибирск,42,54.96407544763414,83.14003365181487
8a0bb020531ffff,Новосибирск,44,54.96515095814077,83.14114764214027
8a0bb0205327fff,Новосибирск,42,54.96522082422967,83.13674675984028
8a0bb020532ffff,Новосибирск,34,54.96629636170576,83.13786071016247
8a0bb0205337fff,Новосибирск,40,54.96411037719017,83.13783326428909
8a0bb0205367fff,Новосибирск,4,54.96848232161254,83.13788815871428
8a0bb0205377fff,Новосибирск,26,54.96737187966394,83.13897471046678
8a0bb0205387fff,Новосибирск,52,54.96292998646262,83.14332034472999
8a0bb020538ffff,Новосибирск,22,54.96400546999895,83.14443437504434
8a0bb0205397fff,Новосибирск,12,54.96181948182028,83.14440661012782
8a0bb020539ffff,Новосибирск,12,54.962894961630205,83.14552063544397
8a0bb02053a7fff,Новосибирск,38,54.962964971789695,83.14112003673553
8a0bb02053affff,Новосибирск,48,54.9640404785701,83.14223402206873
8a0bb02053b7fff,Новосибирск,36,54.96185448340878,83.14220636439082
8a0bb0205767fff,Новосибирск,22,54.96070896464502,83.14549281826594
8a0bb020576ffff,Новосибирск,8,54.961784440728266,83.14660683858207
8a0bb0205777fff,Новосибирск,12,54.95959843493881,83.14657896914811
8a0bb0205807fff,Новосибирск,32,54.95890588993329,83.12126321575292
8a0bb0205817fff,Новосибирск,52,54.95779553034888,83.12234999898237
8a0bb020581ffff,Новосибирск,16,54.95887127410744,83.12346346449903
8a0bb0205827fff,Новосибирск,42,54.958940466250525,83.1190629497927
8a0bb0205837fff,Новосибирск,44,54.957830122942674,83.1201497952448
8a0bb0205887fff,Новосибирск,46,54.95665050984603,83.12563684924228
8a0bb020588ffff,Новосибирск,20,54.95772622664168,83.12675035480217
8a0bb0205897fff,Новосибирск,10,54.95554010890267,83.12672345571887
8a0bb020589ffff,Новосибирск,12,54.95661582196812,83.12783695631563
8a0bb02058a7fff,Новосибирск,42,54.95668515821978,83.12343672494404
8a0bb02058affff,Новосибирск,50,54.95776089824825,83.1245501855036
8a0bb02058b7fff,Новосибирск,8,54.95557477354792,83.12452339364164
8a0bb0205907fff,Новосибирск,44,54.9578991896062,83.11574933614568
8a0bb020590ffff,Новосибирск,46,54.95897500305821,83.11686266662468
8a0bb0205917fff,Новосибирск,42,54.95678886630729,83.11683624876264
8a0bb020591ffff,Новосибирск,36,54.957864676028734,83.11794957429713
8a0bb0205927fff,Новосибирск,36,54.95793366367419,83.11354908079672
8a0bb020592ffff,Новосибирск,34,54.95900950035549,83.11466236625516
8a0bb0205937fff,Новосибирск,44,54.95682335665564,83.1146360556276
8a0bb0205957fff,Новосибирск,16,54.96005079701008,83.11797604706719
8a0bb0205967fff,Новосибирск,6,54.96119561946546,83.11468867945
8a0bb0205977fff,Новосибирск,40,54.96008531753776,83.11577570167691
8a0bb0205987fff,Новосибирск,66,54.95564398432784,83.12012321783082
8a0bb020598ffff,Новосибирск,34,54.956719767088494,83.12123658342715
8a0bb0205997fff,Новосибирск,70,54.95453361966031,83.12120995369962
8a0bb020599ffff,Новосибирск,46,54.95560939868993,83.12232331434355
8a0bb02059a7fff,Новосибирск,30,54.955678530460766,83.11792310410982
8a0bb02059affff,Новосибирск,38,54.95675433645129,83.11903642469791
8a0bb02059b7fff,Новосибирск,60,54.954568182068506,83.11900990219094
8a0bb0205a07fff,Новосибирск,22,54.966435712712965,83.12905855843762
8a0bb0205a0ffff,Новосибирск,8,54.96751132364029,83.13017237872683
8a0bb0205a17fff,Новосибирск,40,54.96532532703065,83.13014530693059
8a0bb0205a1ffff,Новосибирск,42,54.96640093423167,83.13125912224795
8a0bb0205a27fff,Новосибирск,40,54.96647045167913,83.12685797738503
8a0bb0205a37fff,Новосибирск,60,54.96536008227215,83.12794478812991
8a0bb0205a87fff,Новосибирск,44,54.964180117774696,83.13343243744684
8a0bb0205a8ffff,Новосибирск,44,54.96525569800854,83.13454629279204
8a0bb0205a97fff,Новосибирск,40,54.96306969073023,83.13451900913206
8a0bb0205a9ffff,Новосибирск,40,54.96414526723731,83.13563285949765
8a0bb0205aa7fff,Новосибирск,46,54.96421492880143,83.13123199814295
8a0bb0205aaffff,Новосибирск,38,54.965290532275816,83.13234580848672
8a0bb0205ab7fff,Новосибирск,34,54.96310451802725,83.13231863207852
8a0bb0205ac7fff,Новосибирск,38,54.96744168068073,83.13457357911454
8a0bb0205acffff,Новосибирск,8,54.96851722560806,83.13568753940363
8a0bb0205ad7fff,Новосибирск,36,54.96633125872718,83.13566019811667
8a0bb0205adffff,Новосибирск,44,54.96740679992905,83.13677415342322
8a0bb0205ae7fff,Новосибирск,28,54.96747652191812,83.13237298754697
8a0bb0205aeffff,Новосибирск,2,54.96855209008837,83.13348690283011
8a0bb0205af7fff,Новосибирск,48,54.96636611623611,83.13345966880973
8a0bb0205b07fff,Новосибирск,44,54.96542947421164,83.12354369882014
8a0bb0205b0ffff,Новосибирск,37,54.96650515112926,83.12465737909648
8a0bb0205b17fff,Новосибирск,40,54.96431912480898,83.12463057677571
8a0bb0205b2ffff,Новосибирск,4,54.9665398110625,83.12245676357824
8a0bb0205b37fff,Новосибирск,28,54.96435377778434,83.1224300685224
8a0bb0205b87fff,Новосибирск,33,54.96317405409124,83.12791782623057
8a0bb0205b8ffff,Новосибирск,42,54.96424970031664,83.12903154159228
8a0bb0205b9ffff,Новосибирск,66,54.963139305814536,83.13011823777593
8a0bb0205ba7fff,Новосибирск,12,54.963208762856446,83.12571739744874
8a0bb0205baffff,Новосибирск,56,54.96428443231946,83.12683106780109
8a0bb0205d67fff,Новосибирск,2,54.95342324245066,83.12229663230802
8a0bb0220047fff,Новосибирск,4,54.94781731344167,83.06061942422245
8a0bb022004ffff,Новосибирск,36,54.94889378599641,83.06173135406371
8a0bb0220057fff,Новосибирск,2,54.9467073534599,83.06170762916494
8a0bb022005ffff,Новосибирск,54,54.94778382227573,83.06281955416891
8a0bb022008ffff,Новосибирск,22,54.94337739805971,83.06497190026894
8a0bb022009ffff,Новосибирск,28,54.94226738778118,83.06605987607492
8a0bb02200c7fff,Новосибирск,50,54.945563857104,83.06499578250833
8a0bb02200cffff,Новосибирск,48,54.94664029898034,83.06610774776003
8a0bb02200d7fff,Новосибирск,52,54.94445385565687,83.06608381075003
8a0bb02200dffff,Новосибирск,40,54.94553029379384,83.06719577115656
8a0bb02200e7fff,Новосибирск,6,54.94559738090104,83.0627957768177
8a0bb02200effff,Новосибирск,52,54.94667384597761,83.06390769698254
8a0bb02200f7fff,Новосибирск,12,54.94448739576698,83.06388386718446
8a0bb022020ffff,Новосибирск,225,54.95316587439783,83.06837992822686
8a0bb0220217fff,Новосибирск,155,54.95097951165613,83.0683558769687
8a0bb0220227fff,Новосибирск,2,54.95212308688127,83.06506744320676
8a0bb022022ffff,Новосибирск,2,54.95319948157779,83.06617957280261
8a0bb0220237fff,Новосибирск,172,54.95101311194675,83.06615562878596
8a0bb0220247fff,Новосибирск,295,54.955352212563646,83.06840398183172
8a0bb0220257fff,Новосибирск,376,54.9542422264197,83.06949215286375
8a0bb0220267fff,Новосибирск,392,54.95538582663277,83.06620351915548
8a0bb022026ffff,Новосибирск,150,54.95646218612632,83.06731575349336
8a0bb0220277fff,Новосибирск,338,54.954275856805786,83.06729175234342
8a0bb02202a7fff,Новосибирск,72,54.949869507829206,83.06944394310715
8a0bb02202b7fff,Новосибирск,35,54.948759491427474,83.07053195195412
8a0bb0220307fff,Новосибирск,24,54.9510801939684,83.06175508127714
8a0bb022030ffff,Новосибирск,44,54.95215663133484,83.06286711583081
8a0bb0220317fff,Новосибирск,28,54.94997023908899,83.06284333383984
8a0bb022031ffff,Новосибирск,40,54.9510466727178,83.06395536355335
8a0bb022032ffff,Новосибирск,12,54.95219013626617,83.06066677141355
8a0bb0220347fff,Новосибирск,14,54.95434299900735,83.06289090014216
8a0bb0220357fff,Новосибирск,10,54.95323304923543,83.06397920032673
8a0bb022035ffff,Новосибирск,100,54.95430944766862,83.06509133476746
8a0bb0220367fff,Новосибирск,36,54.954376510821085,83.06069044847384
8a0bb022036ffff,Новосибирск,28,54.955452936195016,83.06180254264929
8a0bb0220377fff,Новосибирск,40,54.95326657736991,83.06177881080556
8a0bb0220387fff,Новосибирск,34,54.94882671774562,83.06613168710521
8a0bb022038ffff,Новосибирск,158,54.94990312443385,83.06724375706808
8a0bb0220397fff,Новосибирск,24,54.94771672139438,83.06721976294202
8a0bb022039ffff,Новосибирск,322,54.94879312434453,83.06833182805688
8a0bb02203a7fff,Новосибирск,42,54.94886027162988,83.06393152910539
8a0bb02203affff,Новосибирск,36,54.94993670152075,83.0650435539769
8a0bb02203b7fff,Новосибирск,36,54.94775029159302,83.06501966707755
8a0bb022040ffff,Новосибирск,36,54.93786081944625,83.068211618681
8a0bb0220417fff,Новосибирск,4,54.93567428484022,83.06818758384007
8a0bb022041ffff,Новосибирск,42,54.93675076264405,83.06929937025987
8a0bb0220447fff,Новосибирск,30,54.94004732951808,83.06823565586625
8a0bb022044ffff,Новосибирск,42,54.941123775893736,83.06934755180794
8a0bb0220457fff,Новосибирск,34,54.93893728153742,83.06932345985908
8a0bb022045ffff,Новосибирск,88,54.94001372417193,83.07043535095065
8a0bb022046ffff,Новосибирск,34,54.941157364933325,83.0671477946061
8a0bb0220477fff,Новосибирск,20,54.93897086368528,83.06712380984041
8a0bb0220487fff,Новосибирск,28,54.93453061135794,83.07147470164733
8a0bb022048ffff,Новосибирск,36,54.93560706222233,83.07258652827106
8a0bb0220497fff,Новосибирск,28,54.93342051687794,83.07256228146339
8a0bb022049ffff,Новосибирск,30,54.93449696399944,83.07367410323205
8a0bb02204a7fff,Новосибирск,28,54.93456421921956,83.06927528301001
8a0bb02204affff,Новосибирск,32,54.93564069328062,83.07038706458073
8a0bb02204b7fff,Новосибирск,42,54.93345414103993,83.07036292492752
8a0bb02204c7fff,Новосибирск,40,54.93779358303888,83.07261077744357
8a0bb02204cffff,Новосибирск,60,54.93886999873288,83.07372270874075
8a0bb02204d7fff,Новосибирск,24,54.936683493631534,83.07369840480128
8a0bb02204e7fff,Новосибирск,26,54.937827220993285,83.07041120658833
8a0bb02204effff,Новосибирск,155,54.93890365988633,83.07152309282793
8a0bb02204f7fff,Новосибирск,12,54.93671714788759,83.07149889605775
8a0bb0220707fff,Новосибирск,34,54.94331024570703,83.06937164610683
8a0bb0220717fff,Новосибирск,40,54.94220020281063,83.07045949766804
8a0bb0220727fff,Новосибирск,44,54.94334384163815,83.06717178171137
8a0bb022072ffff,Новосибирск,44,54.9444202760354,83.06828373727093
8a0bb0220737fff,Новосибирск,48,54.9422338150498,83.0682596953961
8a0bb0220747fff,Новосибирск,650,54.94657308644436,83.07050779816944
8a0bb0220767fff,Новосибирск,16,54.94660671246896,83.06830778149107
8a0bb0220777fff,Новосибирск,10,54.94549669097134,83.06939574275611
8a0bb02207a7fff,Новосибирск,22,54.94109014734818,83.07154729195827
8a0bb02207b7fff,Новосибирск,80,54.939980079321614,83.07263502898125
8a0bb0220a0ffff,Новосибирск,16,54.95340029465857,83.05297708239343
8a0bb0220a1ffff,Новосибирск,16,54.95229041391793,83.05406563597683
8a0bb0220a47fff,Новосибирск,30,54.95558668099108,83.05300038519812
8a0bb0220a57fff,Новосибирск,40,54.95447680910369,83.0540889912735
8a0bb0220a67fff,Новосибирск,8,54.95562001836661,83.05079980328063
8a0bb0220a6ffff,Новосибирск,28,54.956696540285776,83.05191172180307
8a0bb0220a77fff,Новосибирск,18,54.95451016280878,83.05188847149593
8a0bb0220a8ffff,Новосибирск,36,54.95114711790476,83.05735446561911
8a0bb0220a9ffff,Новосибирск,20,54.95003719566604,83.05844284245327
8a0bb0220aaffff,Новосибирск,8,54.9511805205888,83.0551541322499
8a0bb0220adffff,Новосибирск,8,54.95330006598033,83.05957840424533
8a0bb0220ae7fff,Новосибирск,32,54.953366924625534,83.05517754003297
8a0bb0220af7fff,Новосибирск,34,54.952257027558574,83.05626603148025
8a0bb0221117fff,Новосибирск,58,54.96527446856123,83.06300985651662
8a0bb0221127fff,Новосибирск,188,54.96641789135921,83.0597201863497
8a0bb0221137fff,Новосибирск,137,54.96530801478426,83.06080886843606
8a0bb0221167fff,Новосибирск,222,54.96968044414642,83.0608562526023
8a0bb02211a7fff,Новосибирск,240,54.96416456306106,83.06409841908727
8a0bb0221207fff,Новосибирск,897,54.97492688368072,83.07522475270022
8a0bb022120ffff,Новосибирск,36,54.97600300855333,83.07633766098942
8a0bb0221217fff,Новосибирск,520,54.97381692828261,83.07631320935782
8a0bb022121ffff,Новосибирск,32,54.974893049427486,83.077426112776
8a0bb0221227fff,Новосибирск,560,54.97496067838774,83.07302337553031
8a0bb022122ffff,Новосибирск,42,54.97603682648205,83.07413623869186
8a0bb0221237fff,Новосибирск,290,54.97385073931434,83.0741118944055
8a0bb0221247fff,Новосибирск,183,54.97818906418635,83.076362115008
8a0bb022124ffff,Новосибирск,68,54.9792651537932,83.07747512816763
8a0bb0221257fff,Новосибирск,392,54.97707911393064,83.07745061927565
8a0bb022125ffff,Новосибирск,18,54.97815519981101,83.0785636275614
8a0bb0221267fff,Новосибирск,24,54.97822288901187,83.07416058535466
8a0bb022126ffff,Новосибирск,42,54.97929900184275,83.07527355338212
8a0bb0221277fff,Новосибирск,40,54.97711295508212,83.07524915185024
8a0bb022128ffff,Новосибирск,135,54.9737491875869,83.08071578796681
8a0bb022129ffff,Новосибирск,390,54.97263918695331,83.08180406283905
8a0bb02212affff,Новосибирск,748,54.9737830777065,83.07851450721368
8a0bb02212c7fff,Новосибирск,194,54.97593525405547,83.08074045428373
8a0bb02212cffff,Новосибирск,498,54.97701131298442,83.08185350281353
8a0bb02212d7fff,Новосибирск,1074,54.974825262286,83.08182878161983
8a0bb02212dffff,Новосибирск,667,54.97590131748805,83.08294182526785
8a0bb02212e7fff,Новосибирск,42,54.97596915107752,83.07853906618882
8a0bb02212effff,Новосибирск,4,54.97704523323112,83.07965206959884
8a0bb02212f7fff,Новосибирск,495,54.97485917562896,83.0796274557513
8a0bb0221307fff,Новосибирск,160,54.97391824274116,83.06970921323675
8a0bb022130ffff,Новосибирск,540,54.97499443354775,83.07082198127252
8a0bb022131ffff,Новосибирск,90,54.97388451080081,83.07191056236306
8a0bb022132ffff,Новосибирск,210,54.97502814915982,83.06862056993315
8a0bb0221347fff,Новосибирск,448,54.977180518737455,83.07084616571802
8a0bb022134ffff,Новосибирск,32,54.97825667428666,83.07195903860773
8a0bb0221357fff,Новосибирск,724,54.97607060486278,83.07193479930238
8a0bb022135ffff,Новосибирск,278,54.97714675668468,83.07304766732892
8a0bb022136ffff,Новосибирск,6,54.978290420009856,83.06975747477345
8a0bb022160ffff,Новосибирск,48,54.96823303024284,83.08395561929999
8a0bb02216f7fff,Новосибирск,12,54.96708899498024,83.08724457718324
8a0bb0221887fff,Новосибирск,120,54.96537498861088,83.05640684114498
8a0bb022188ffff,Новосибирск,518,54.96645138171126,83.05751911904646
8a0bb022189ffff,Новосибирск,148,54.96534152146777,83.05860786331006
8a0bb02218a7fff,Новосибирск,380,54.9654084162127,83.05420580194708
8a0bb02218b7fff,Новосибирск,90,54.9642985760355,83.05529461321451
8a0bb02218dffff,Новосибирск,50,54.96860410948064,83.05974382477258
8a0bb0221907fff,Новосибирск,24,54.96661824032091,83.04651352710388
8a0bb0221917fff,Новосибирск,36,54.96550846176184,83.04760258221948
8a0bb0221927fff,Новосибирск,6,54.96665149340664,83.04431235767419
8a0bb022192ffff,Новосибирск,24,54.96772800627106,83.04542441463502
8a0bb0221987fff,Новосибирск,158,54.96436534528415,83.05089260808018
8a0bb0221997fff,Новосибирск,468,54.96325552517584,83.05198148633843
8a0bb022199ffff,Новосибирск,423,54.96433198043043,83.05309361915859
8a0bb02219a7fff,Новосибирск,28,54.96439867059579,83.04869157998554
8a0bb02219affff,Новосибирск,4,54.96547515278906,83.04980367247803
8a0bb02219b7fff,Новосибирск,195,54.96328886682471,83.04978052040583
8a0bb0221a0ffff,Новосибирск,240,54.97623890351611,83.0609273461973
8a0bb0221a1ffff,Новосибирск,45,54.975129058699736,83.06201623348866
8a0bb0221a2ffff,Новосибирск,362,54.976272444590606,83.05872580438886
8a0bb0221a47fff,Новосибирск,52,54.97842500736925,83.06095104868916
8a0bb0221a4ffff,Новосибирск,52,54.97950125952483,83.0620637458391
8a0bb0221a57fff,Новосибирск,46,54.97731517143323,83.06203998850435
8a0bb0221a5ffff,Новосибирск,48,54.978391419861154,83.06315268080972
8a0bb0221a67fff,Новосибирск,68,54.9784585553214,83.05874939951283
8a0bb0221a6ffff,Новосибирск,40,54.9795348306945,83.05986205150242
8a0bb0221a77fff,Новосибирск,45,54.97734873572399,83.05983840153995
8a0bb0221ac7fff,Новосибирск,400,54.97617170270832,83.06533037864567
8a0bb0221acffff,Новосибирск,332,54.97724792419016,83.06644311125257
8a0bb0221adffff,Новосибирск,120,54.9761380429768,83.067531869273
8a0bb0221ae7fff,Новосибирск,40,54.97620532288838,83.06312887095169
8a0bb0221aeffff,Новосибирск,50,54.977281567588335,83.06424155841067
8a0bb0221af7fff,Новосибирск,210,54.975095461736686,83.06421769603493
8a0bb0221b4ffff,Новосибирск,57,54.97849206371672,83.05654773328695
8a0bb0221b57fff,Новосибирск,2,54.97630594611105,83.05652424553263
8a0bb0221b5ffff,Новосибирск,74,54.97738226045972,83.05763679752374
8a0bb0221b77fff,Новосибирск,2,54.97633940807648,83.05432266963494
8a0bb0221b87fff,Новосибирск,20,54.9719001492174,83.05867862105015
8a0bb0221ba7fff,Новосибирск,20,54.97193363698745,83.05647727690177
8a0bb0221c0ffff,Новосибирск,310,54.9609354869851,83.06076149351765
8a0bb0221c17fff,Новосибирск,2,54.95874918618651,83.06073780952555
8a0bb0221c47fff,Новосибирск,380,54.96312176318634,83.06078517982104
8a0bb0221c4ffff,Новосибирск,270,54.964198125612135,83.06189749318432
8a0bb0221c57fff,Новосибирск,640,54.96201186515226,83.06187375207588
8a0bb0221c5ffff,Новосибирск,258,54.96308822384478,83.06298606059823
8a0bb0221c67fff,Новосибирск,4,54.96315526299109,83.05858428200015
8a0bb0221c6ffff,Новосибирск,142,54.96423164862549,83.05969655023368
8a0bb0221c77fff,Новосибирск,150,54.96204538128539,83.05967291642423
8a0bb0221ca7fff,Новосибирск,6,54.95763927043775,83.0618262768087
8a0bb0221ce7fff,Новосибирск,282,54.96090195452523,83.06296226700195
8a0bb0221ceffff,Новосибирск,100,54.96197830948413,83.06407457068156
8a0bb0221d2ffff,Новосибирск,20,54.95995937990081,83.05304699762934
8a0bb0221d4ffff,Новосибирск,360,54.96318872325816,83.05638336714189
8a0bb0221d6ffff,Новосибирск,190,54.9632221439867,83.05418243525257
8a0bb0221d87fff,Новосибирск,60,54.956596339963895,83.05851355187603
8a0bb0221d8ffff,Новосибирск,4,54.957672772809886,83.0596256557237
8a0bb0221d97fff,Новосибирск,60,54.9554864316864,83.05960202883192
8a0bb0221d9ffff,Новосибирск,22,54.95656286079653,83.06071412784438
8a0bb0222007fff,Новосибирск,4,54.92877704812525,83.0901063186288
8a0bb022200ffff,Новосибирск,8,54.92985334107756,83.09121839106733
8a0bb022201ffff,Новосибирск,12,54.92874308238117,83.09230530719829
